Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Pernanbuco;Salgueiro;SERVENTIA NOTARIAL DE SALGUEIRO;Certidão de Protesto;E-mail;100
Pernanbuco;Saloá;Serventia Registral e Notarial de Saloá;Certidão de Protesto;E-mail;100
Pernanbuco;Sanharó;Serventia Registral e Notarial de Sanharó;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Cruz;SERVENTIA REGISTRAL E NOTARIAL;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Cruz da Baixa Verde;TABELIONATO DE PROTESTO - STA CRUZ DA B VERDE;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Cruz do Capibaribe;SERVENTIA NOTARIAL DE SANTA CRUZ DO CAPIBARIBE;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Filomena;SERVENTIA NOTARIAL E REGISTRAL DE SANTA FILOMENA;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Maria da Boa Vista;SERVENTIA NOTARIAL DE SANTA MARIA DA BOA VISTA;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Maria da Boa Vista;SERVENTIA REGISTRAL E NOTARIAL DE SANTA MARIA DA BOA VISTA;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Maria do Cambuca;SERVENTIA REGISTRAL E NOTARIAL DE SANTA MARIA DO CAMBUCA;Certidão de Protesto;E-mail;100
Pernanbuco;Santa Terezinha;SERVENTIA REGISTRAL E NOTARIAL DE SANTA TEREZINHA;Certidão de Protesto;E-mail;100
Pernanbuco;São Benedito do Sul;CARTORIO REGISTRAL E NOTARIAL DE SAO BENEDITO DO SUL;Certidão de Protesto;E-mail;100
Pernanbuco;São Bento do Una;TABELIONATO DE NOTAS E PROTESTO - SAO BENTO DO UNA;Certidão de Protesto;E-mail;100
Pernanbuco;São Caitano;SERVENTIA REGISTRAL DO MUNICIPIO DE SÃO CAETAO;Certidão de Protesto;E-mail;100
Pernanbuco;São João;SÃO JOÃO CARTÓRIO DO ÚNICO OFÍCIO;Certidão de Protesto;E-mail;100
Pernanbuco;São Joaquim do Monte;CARTÓRIO DE NOTAS E REGISTROS DE SÃO JOAQUIM DO MONTE;Certidão de Protesto;E-mail;100
Pernanbuco;São José da Coroa Grande;CARTORIO DE IMOVEIS SAO JOSE DA COROA GRANDE;Certidão de Protesto;E-mail;100
